src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
चोली-दामन का साथ,inseparable relationship,the companionship of blouse and veil,Side-to-side movement,Hand-in-hand,Hand-in-hand,-0.5345558524131775,-0.5952053666114807,-0.5952053666114807,-0.6088209748268127,-0.18147695064544678,,0.40645816922187805,0.3959518074989319,0.3959518074989319,0.973988950252533,0.41724488139152527,Side-to-side movement,-0.5345558524131775,mt_1,mt_1,0.40645816922187805,True
छोटा मुँह बड़ी बात,big talk from a small person,"small mouth, big talk",Small mouth for big thing,Small mouth for big things,Small mouth for big thing,0.017497912049293518,0.18873019516468048,0.017497912049293518,-0.03289833292365074,0.30775323510169983,,0.6561949253082275,0.6616836190223694,0.6561949253082275,0.9725318551063538,0.7965696454048157,Small mouth for big things,0.18873019516468048,mt_2,mt_2,0.6616836190223694,True
जुबान पर ताला लगाना,to keep one’s mouth shut,to put a lock on the tongue,Putting a nail on the thumb,Attaching a tassel to a button,Putting a lock on the door,-0.2793576717376709,0.011617626994848251,0.3481277823448181,-0.23771417140960693,-0.14112770557403564,,0.44316810369491577,0.4374816119670868,0.5683767199516296,0.9750431180000305,0.6343651413917542,Putting a lock on the door,0.3481277823448181,mt_3,mt_3,0.5683767199516296,True
जुबान देना और निभाना,to keep a promise,to give one’s word and keep it,Giving and receiving gifts,Giving and Sharing,To give and to receive,0.0659976676106453,0.07175169885158539,-0.09025277197360992,0.13969683647155762,0.36268150806427,,0.5092747807502747,0.44154807925224304,0.5105432868003845,0.9817520976066589,0.7536868453025818,Giving and Sharing,0.07175169885158539,mt_2,mt_3,0.5105432868003845,True
जुबान की कसम,a solemn vow,oath of the tongue,Juban's Oath,Juban's Oath,The oath of Junbahan,-0.1080051064491272,-0.1080051064491272,-0.15597973763942719,-0.5002143979072571,-0.17162586748600006,,0.6413996815681458,0.6413996815681458,0.6145040392875671,0.9870703220367432,0.5724999308586121,Juban's Oath,-0.1080051064491272,mt_1,mt_1,0.6413996815681458,True
जान पर बन आना,to be in grave danger,to come upon the life,Depend on it,Depend on it,Depend on it,-0.6601027846336365,-0.6601030826568604,-0.6601032614707947,-0.8023043274879456,-0.8580052256584167,,0.45380517840385437,0.4538050889968872,0.4538050889968872,0.9671890139579773,0.5124639272689819,Depend on it,-0.6601027846336365,mt_1,mt_1,0.45380517840385437,False
जान हथेली पर लेकर फिरना,to live riskily,to carry one’s life on the palm,Running with a heart of leather,Running with a cane,To carry on burning from the matchbox,-0.4206087291240692,-0.305274099111557,-0.5789335370063782,-0.6267170906066895,-0.2769540250301361,,0.37629058957099915,0.36296316981315613,0.32059815526008606,0.9818550944328308,0.4739982783794403,Running with a cane,-0.305274099111557,mt_2,mt_1,0.37629058957099915,True
जेब ढीली करना,to spend money,to loosen the pocket,Putting money away,Putting money away,To stuff the pocket,-0.6073951125144958,-0.6073951125144958,-0.7214497923851013,-0.7743523716926575,-0.6614444851875305,,0.7122429013252258,0.7122429013252258,0.5725532174110413,0.9776221513748169,0.5405318140983582,Putting money away,-0.6073951125144958,mt_1,mt_1,0.7122429013252258,True
जेब काटना,to pickpocket / cheat,to cut the pocket,Pocket snatching,Pocket snatching,Pocket snatched,-0.28750717639923096,-0.28750717639923096,-0.328513503074646,-0.7318592667579651,-0.4781004786491394,,0.6524201035499573,0.6524201035499573,0.5800409913063049,0.9783537983894348,0.4970848262310028,Pocket snatching,-0.28750717639923096,mt_1,mt_1,0.6524201035499573,True
जोर आज़माइश करना,to test strength,to do strength-testing,To enhance or boost,Emphasizing or asserting strongly,Inspiring,-0.6004257798194885,-0.23230865597724915,-0.19389356672763824,-0.08899921178817749,-0.23999986052513123,,0.6185497641563416,0.550281822681427,0.563508927822113,0.9854817390441895,0.8578290343284607,Inspiring,-0.19389356672763824,mt_3,mt_1,0.6185497641563416,False
जोर-शोर से करना,to do with great enthusiasm,to do with force and noise,To yell or scream,To shout or scream,Shouting or yelling,-0.5889549255371094,-0.6004509329795837,-0.6585591435432434,-0.3787541687488556,-0.2706398665904999,,0.4864087402820587,0.47380414605140686,0.4366927146911621,0.9761165976524353,0.5936157703399658,To yell or scream,-0.5889549255371094,mt_1,mt_1,0.4864087402820587,True
टेंट-टून बजना,to make a loud scene (colloq.),to go ‘tain-toon’ (clang loudly),Toot-toon bajeñaa,Toot-ton banging,Tentoon ringing,-0.48932668566703796,-0.5729154348373413,-0.8357375860214233,-0.5850831866264343,-0.5934123992919922,,0.4356953799724579,0.4781038463115692,0.43573227524757385,0.9726266264915466,0.5945175290107727,Toot-toon bajeñaa,-0.48932668566703796,mt_1,mt_2,0.4781038463115692,False
ठाठ से रहना,to live in style,to live with pomp,Living in exile,Sleeping in bed,Living off the land,-0.41018733382225037,-0.5119903683662415,-0.6694017648696899,-0.3180692791938782,-0.42745572328567505,,0.4541246294975281,0.40863892436027527,0.5017044544219971,0.9807385802268982,0.6428273320198059,Living in exile,-0.41018733382225037,mt_1,mt_3,0.5017044544219971,False
डंका पीटना,to announce loudly,to beat the kettle-drum,To drink wine,Drinking Dank,To drink (or have) tea,-0.6452488303184509,-0.7889846563339233,-0.6795073747634888,-0.6227668523788452,-0.646351158618927,,0.4396584928035736,0.36849749088287354,0.3803868293762207,0.9675586819648743,0.42858433723449707,To drink wine,-0.6452488303184509,mt_1,mt_1,0.4396584928035736,False
ढिंढोरा पीटना,to brag publicly,to beat the public drum,Peeling it,To peel,Straining to scoop up,-0.7665945887565613,-0.9569284915924072,-0.671617865562439,-0.6082445979118347,-0.594681978225708,,0.41998907923698425,0.4856421947479248,0.49529317021369934,0.973103940486908,0.534260630607605,Straining to scoop up,-0.671617865562439,mt_3,mt_3,0.49529317021369934,True
ढील देना,to be lenient,to give slack,To break open,To break (or cut),To leave,-0.6022338271141052,-0.819957435131073,-0.6781815886497498,-0.2851867377758026,-0.21582567691802979,,0.5103206634521484,0.44544517993927,0.5894005298614502,0.9863501191139221,0.6538523435592651,To break open,-0.6022338271141052,mt_1,mt_3,0.5894005298614502,True
तारीफ़ के पुल बाँधना,to heap praises,to build bridges of praise,Blocking the Toll Bridge,Blocking the bridge of the verdict,Blocking the Ferry Ramps,-0.1609933078289032,-0.5328831672668457,-0.2489674985408783,-0.5647469162940979,-0.3394586741924286,,0.44976308941841125,0.4584290385246277,0.46103689074516296,0.9750263690948486,0.6295616030693054,Blocking the Toll Bridge,-0.1609933078289032,mt_1,mt_3,0.46103689074516296,True
तह तक पहुँचना,to get to the root cause,to reach the bottom layer,To reach the end,To reach the end,To reach the point/purpose/solution,-0.13690748810768127,-0.13690748810768127,-0.457459956407547,-0.07655152678489685,-0.1046394407749176,,0.7126030325889587,0.7126030325889587,0.655695915222168,0.9792682528495789,0.6940023303031921,To reach the end,-0.13690748810768127,mt_1,mt_1,0.7126030325889587,False
तन-मन-धन से,"with body, mind, and wealth; wholeheartedly","with body, mind, and wealth","In terms of heart, mind, and wealth","In terms of heart, mind, and wealth","In terms of heart, mind, and wealth",-0.2685772180557251,-0.2685772180557251,-0.2685771882534027,-0.14343024790287018,-0.4689788520336151,,0.6797522902488708,0.6797522902488708,0.6797522306442261,0.9651447534561157,0.7366933226585388,"In terms of heart, mind, and wealth",-0.2685771882534027,mt_3,mt_1,0.6797522902488708,False
तार-तार करना,to tear apart reputation,to make into threads,Whispering,Whispering,Whispering,-0.9151017069816589,-0.9151017069816589,-0.9151017069816589,-0.6352485418319702,-0.6489966511726379,,0.37269333004951477,0.37269333004951477,0.37269333004951477,0.974488377571106,0.5943470001220703,Whispering,-0.9151017069816589,mt_1,mt_1,0.37269333004951477,False
तार जोड़ना,to connect the dots,to join the wires,Connecting the threads,Connecting wires,Connecting the threads,0.18718111515045166,0.07129345089197159,0.18718111515045166,-0.12666799128055573,-0.07185150682926178,,0.8235029578208923,0.6589785814285278,0.8235029578208923,0.979899525642395,0.7045091390609741,Connecting the threads,0.18718111515045166,mt_1,mt_1,0.8235029578208923,True
तीस मार खाँ,a self-proclaimed hero; boaster,Tees Mar Khan (Mr. ‘thirty-strikes’ Khan),Eat 23 times,Eat 30 times,Eat 23 times,-0.6880564093589783,-0.6692495942115784,-0.6880564093589783,-0.6402330994606018,-0.48033952713012695,,0.39868560433387756,0.3960476517677307,0.39868560433387756,0.970029890537262,0.499066561460495,Eat 30 times,-0.6692495942115784,mt_2,mt_1,0.39868560433387756,True
तीन में न तेरह में,irrelevant to any group,neither in the three nor in the thirteen,"Not in three, not in thirteen","Not in three, not in fourteen","Not in three, not in fourteen",-0.4577101171016693,-0.4894495904445648,-0.4894495904445648,-0.984616219997406,-0.7507600784301758,,0.42364707589149475,0.4321397542953491,0.4321397542953491,0.980493426322937,0.47000858187675476,"Not in three, not in thirteen",-0.4577101171016693,mt_1,mt_2,0.4321397542953491,True
तेल-मसाज करना,to flatter for benefit (colloq.),to do oil massage,To apply oil or massage,Massage with oil,To apply oil lotion,0.005747746676206589,0.24358505010604858,-0.19576764106750488,-0.7775580883026123,-0.028631050139665604,,0.4654775559902191,0.4348997473716736,0.4329187273979187,0.9583628177642822,0.4562750458717346,Massage with oil,0.24358505010604858,mt_2,mt_1,0.4654775559902191,True
थक-हार कर बैठ जाना,to give up after trying,to sit down tired and defeated,Breathing heavily and sitting down,Pausing or hesitating before sitting down,Breath-holding before sitting down,-0.12155342102050781,-0.1419428586959839,-0.3270864188671112,-0.35402703285217285,-0.14267459511756897,,0.4647224545478821,0.5304093360900879,0.47873738408088684,0.9786238074302673,0.6752394437789917,Breathing heavily and sitting down,-0.12155342102050781,mt_1,mt_2,0.5304093360900879,True
थाली का बैंगन बनना,to switch sides easily (opportunist),to become the plate’s eggplant,Making a tray out of an aluminum can,Making a tandoor (clay oven),Making a tin can from a tray,0.02238621935248375,-0.27643272280693054,-0.021514784544706345,-0.45799145102500916,-0.5191642642021179,,0.4155925214290619,0.3777526021003723,0.3964487314224243,0.9721903204917908,0.3993760347366333,Making a tray out of an aluminum can,0.02238621935248375,mt_1,mt_1,0.4155925214290619,False
दिमाग का पारा चढ़ना,to lose temper,the mind’s mercury rising,"To translate ""दिमाग का पारा चढ़ना"" into natural English, it would be:

""To have thoughts rise up""

This translation maintains the meaning of mental activity or contemplation in a more idiomatic and natural English expression.",Improving brain power,To have brain waves,-0.36172211170196533,0.037052057683467865,-0.6479899883270264,-0.41618987917900085,-0.4973800480365753,,0.4893192648887634,0.5709975361824036,0.5136441588401794,0.9853851199150085,0.5385566353797913,Improving brain power,0.037052057683467865,mt_2,mt_2,0.5709975361824036,False
दिमाग सातवें आसमान पर,to be overconfident or elated,the mind on the seventh sky,Brain at the Seventh Heaven,Brain at the Seventh Heaven,Brain at the Seventh Heaven,-0.20083564519882202,-0.20083564519882202,-0.2008349597454071,-0.44121330976486206,-0.057619255036115646,,0.3838523328304291,0.3838523328304291,0.383852481842041,0.9723299741744995,0.41765469312667847,Brain at the Seventh Heaven,-0.2008349597454071,mt_3,mt_3,0.383852481842041,True
दिमाग की बत्ती जलना,to suddenly get an idea,the brain’s lamp lighting,The brain is on fire,The brain is burning,The brain burning,0.14493782818317413,-0.04860216751694679,-0.3556312620639801,-0.607737123966217,-0.2958644926548004,,0.555048406124115,0.46498140692710876,0.4620155096054077,0.9764730334281921,0.5164525508880615,The brain is on fire,0.14493782818317413,mt_1,mt_1,0.555048406124115,True
दाँव खेलना,to take a calculated risk,to play a stake,Jumping,To kick,Jumping,-0.666903555393219,-0.7983649373054504,-0.666903555393219,-0.21139638125896454,-0.2564678490161896,,0.42544153332710266,0.44582560658454895,0.42544153332710266,0.9737082123756409,0.6523746848106384,Jumping,-0.666903555393219,mt_1,mt_2,0.44582560658454895,False
दाँव-पेंच आज़माना,to use tricks or tactics,to try stakes and tricks,Agitation restraint,Agitation restraint,Surrendering/resignation,-0.5204222202301025,-0.5204222202301025,-0.32068413496017456,-0.2925264537334442,-0.20456074178218842,,0.49322041869163513,0.49322041869163513,0.407621830701828,0.9709910154342651,0.6899449825286865,Surrendering/resignation,-0.32068413496017456,mt_3,mt_1,0.49322041869163513,True
नाक में नकेल डालना,to bring someone under strict control,to put a halter in the nose,Pinching the nose,To pinch the nose,To pinch the nose,-0.09629827737808228,-0.5541823506355286,-0.5541823506355286,-0.48736855387687683,-0.30874621868133545,,0.4267045557498932,0.44014567136764526,0.44014567136764526,0.980158269405365,0.4799081087112427,Pinching the nose,-0.09629827737808228,mt_1,mt_2,0.44014567136764526,True
नाक रगड़ना,to beg desperately,to rub the nose,Took a nosebleed,To scratch one's nose,Toothache,-0.32246679067611694,-0.560780942440033,-0.363538533449173,-0.8889316916465759,-0.5539141893386841,,0.4640766382217407,0.41722020506858826,0.5492376685142517,0.9784042835235596,0.45737823843955994,Took a nosebleed,-0.32246679067611694,mt_1,mt_3,0.5492376685142517,True
नाक ऊँची रखना,to uphold one’s honor,to keep the nose high,"To keep the meaning and tone as requested, the Hindi phrase ""नाक ऊँची रखना"" translates to English as:

""To keep one's nose up""

This translation maintains the literal meaning of keeping the nose elevated or high, which is what the original Hindi phrase implies.","Keeping the tone and meaning as requested:

Puffing one's nose

This phrase in Hindi ""नाक ऊँची रखना"" literally means to puff up or raise one's nose, which is an idiomatic expression that could be translated to ""puffing one's nose"" in English. The action typically implies a facial expression of surprise, displeasure, or indignation.","Keeping the meaning and tone as requested:

Puffing up one's nose

This conveys the idea of deliberately raising or puffing out one's nose, often as a gesture or expression rather than a physical health recommendation.",0.012778449803590775,-0.09422171115875244,-0.09585845470428467,-0.20130068063735962,0.218387633562088,,0.5154908895492554,0.4893575608730316,0.480258971452713,0.9773840308189392,0.5644770860671997,"To keep the meaning and tone as requested, the Hindi phrase ""नाक ऊँची रखना"" translates to English as:

""To keep one's nose up""

This translation maintains the literal meaning of keeping the nose elevated or high, which is what the original Hindi phrase implies.",0.012778449803590775,mt_1,mt_1,0.5154908895492554,True
नाक काट कर रख देना,to disgrace someone completely,to cut off the nose and set it down,To cut and keep the nose,To cut and keep the nose,To cut and keep the nose,-0.29756394028663635,-0.29756394028663635,-0.29756495356559753,-0.724909245967865,-0.3004469871520996,,0.37828293442726135,0.37828293442726135,0.37828293442726135,0.9781012535095215,0.42249423265457153,To cut and keep the nose,-0.29756394028663635,mt_1,mt_1,0.37828293442726135,True
नाक पर दम होना,to be short-tempered / easily angered,to have breath on the nose,Nosebleed,Nosebleed,Nosebleed,0.35995015501976013,0.35995015501976013,0.35995015501976013,-0.619068443775177,-0.3728504180908203,,0.4142322540283203,0.4142322540283203,0.4142322540283203,0.9637594819068909,0.42365822196006775,Nosebleed,0.35995015501976013,mt_1,mt_1,0.4142322540283203,True
नाक का बाल होना,to be a favorite / close confidant,to be the hair of the nose,Having a nose ring,Having a nose ring,Having a nose ring,-0.45835861563682556,-0.45835939049720764,-0.45835939049720764,-0.7454888224601746,-0.4981635510921478,,0.4369533956050873,0.4369533360004425,0.4369533360004425,0.9708588719367981,0.4510961174964905,Having a nose ring,-0.45835861563682556,mt_1,mt_1,0.4369533956050873,True
कान खोलकर सुनना,to listen attentively,to listen with ears open,Listening by opening one's ears,Listening by opening one's ear,Listening by opening one's ears,0.06421245634555817,0.14605678617954254,0.06421245634555817,0.12887784838676453,0.44419530034065247,,0.638297438621521,0.6443006992340088,0.638297438621521,0.9778214693069458,0.79729825258255,Listening by opening one's ear,0.14605678617954254,mt_2,mt_2,0.6443006992340088,True
कान देना,to pay attention,to give an ear,To hear,To hear,To have one's ears pierced,-0.6152347326278687,-0.6152347326278687,-0.50853031873703,-0.26295074820518494,-0.48246583342552185,,0.5508188605308533,0.5508188605308533,0.4229702353477478,0.9821348190307617,0.6254844069480896,To have one's ears pierced,-0.50853031873703,mt_3,mt_1,0.5508188605308533,False
कान पकड़ कर माफी मांगना,to apologize earnestly,to hold the ears and ask forgiveness,To ask for forgiveness by grabbing one's ears,To beg for forgiveness by grabbing one's ears,To ask for forgiveness by grabbing my ears,-0.10384246706962585,-0.09923620522022247,0.08016671240329742,-0.34530845284461975,0.030019674450159073,,0.5026264786720276,0.5151068568229675,0.602128267288208,0.9786434173583984,0.5969775319099426,To ask for forgiveness by grabbing my ears,0.08016671240329742,mt_3,mt_3,0.602128267288208,True
कान के नीचे देना,to slap / scold sharply,to give a blow beneath the ear,To put it in the ear canal,To put it in the ear canal,To place it below,-0.2661178708076477,-0.26611730456352234,-0.7745263576507568,-0.7497082352638245,-0.518083393573761,,0.41637012362480164,0.41637012362480164,0.4420476257801056,0.9708353877067566,0.4760096073150635,To put it in the ear canal,-0.26611730456352234,mt_2,mt_3,0.4420476257801056,True
कान में भनक पड़ना,to get a hint of something,for a hint to fall into the ear,A flash in the ear,A flash in the ear,A sound hits the ear,-0.3198564350605011,-0.3198564350605011,-0.2740028202533722,-0.768803596496582,-0.6809740662574768,,0.5090333223342896,0.5090333223342896,0.5113436579704285,0.9612484574317932,0.6021566987037659,A sound hits the ear,-0.2740028202533722,mt_3,mt_3,0.5113436579704285,True
कान फटना,to hear loud/harsh sounds,for the ear to tear,Earache,Ear popping,A toothache,-0.8601714968681335,-0.22219380736351013,-0.238615483045578,-0.44697338342666626,-0.5615125894546509,,0.4339103698730469,0.4418763518333435,0.42737510800361633,0.97601717710495,0.43277838826179504,Ear popping,-0.22219380736351013,mt_2,mt_2,0.4418763518333435,False
कान कतरना,to cheat a little from all sides,to clip the ears,To scratch one's ears,To whistle,To scratch one's ears,-0.648520290851593,-0.9350793957710266,-0.648520290851593,-0.8439409732818604,-0.40005382895469666,,0.4727311432361603,0.4409629702568054,0.4727311432361603,0.9358008503913879,0.4803154766559601,To scratch one's ears,-0.648520290851593,mt_1,mt_1,0.4727311432361603,True
आँख बचाकर निकलना,to slip away unnoticed,to slip out hiding from the eyes,To squeeze out (or extract) while keeping the eyes open,To squeeze out (or) squeeze dry,Piercing through and coming out,-0.4654267728328705,-0.8766631484031677,-0.3985748291015625,-0.2392638921737671,-0.5379186272621155,,0.4444921314716339,0.4238907992839813,0.4307578504085541,0.9751920104026794,0.6199557185173035,Piercing through and coming out,-0.3985748291015625,mt_3,mt_1,0.4444921314716339,False
आँखें चार होना,to exchange glances / fall in love,for the eyes to become four,Having four eyes,Having four eyes,Having four eyes,0.2026609629392624,0.20266136527061462,0.20266136527061462,-0.29506948590278625,-0.4543455243110657,,0.4772321283817291,0.47723206877708435,0.47723206877708435,0.9680359959602356,0.5272156596183777,Having four eyes,0.20266136527061462,mt_2,mt_1,0.4772321283817291,False
आँखें चुराना,to avoid facing someone,to hide the eyes,Stealing eyes,Stealing eyes,Stealing eyes,-0.2619960606098175,-0.2619960606098175,-0.2619958817958832,-0.44984105229377747,-0.40496405959129333,,0.40776851773262024,0.40776851773262024,0.407768577337265,0.9685110449790955,0.5074260234832764,Stealing eyes,-0.2619958817958832,mt_3,mt_3,0.407768577337265,True
आँखें तिरछी करना,to squint in doubt,to make the eyes slant,To make eyes watery,To make eyes watery or moist,To make eyes shiny/bluish,-0.26347288489341736,-0.16683636605739594,-0.2861103117465973,-0.3974774479866028,-0.4421882629394531,,0.5313855409622192,0.5192045569419861,0.487014502286911,0.974157989025116,0.5796238780021667,To make eyes watery or moist,-0.16683636605739594,mt_2,mt_1,0.5313855409622192,False
आँखों पर पट्टी बंधना,to be blinded to the truth,for a bandage to be tied on the eyes,Putting a bandage on one's eyes,Putting a Bandage on One's Eyes,Putting a patch on the eyes,0.3083272874355316,0.037582267075777054,0.06626972556114197,-0.4382071793079376,-0.024142537266016006,,0.4631558358669281,0.38584527373313904,0.438441663980484,0.9633780121803284,0.4751761853694916,Putting a bandage on one's eyes,0.3083272874355316,mt_1,mt_1,0.4631558358669281,True
आँखों में बसाए रखना,to cherish someone deeply,to keep (someone) lodged in the eyes,"To keep the meaning and tone as closely as possible, the English translation would be:

""To keep in one's eyes""

This phrase captures the essence of ""आँखों में बसाए रखना"" which literally means ""to keep inside the eyes.""","To keep the meaning and tone as closely as possible, the English translation would be:

""To put in one's eyes""

However, it's important to note that this phrase is quite idiomatic and context-specific. Without more context, it could refer to inserting objects into someone's eyes, which is not appropriate or safe. If you have a specific context or meaning in mind, please provide it so I can give a more precise translation.","To keep the meaning and tone as closely as possible, the English translation would be:

""To put in one's eyes""

This phrase seems to be an idiomatic expression used in a specific context that I'm not entirely familiar with, possibly related to some form of deception or misguidance. If there's more information about the context in which this term is used, I could provide a more precise translation.",-0.22458408772945404,-0.15604954957962036,-0.22017903625965118,-0.3253849446773529,-0.43556809425354004,,0.41526004672050476,0.4078802168369293,0.40484490990638733,0.9709580540657043,0.4567089378833771,"To keep the meaning and tone as closely as possible, the English translation would be:

""To put in one's eyes""

However, it's important to note that this phrase is quite idiomatic and context-specific. Without more context, it could refer to inserting objects into someone's eyes, which is not appropriate or safe. If you have a specific context or meaning in mind, please provide it so I can give a more precise translation.",-0.15604954957962036,mt_2,mt_1,0.41526004672050476,False
आँखों ही आँखों में इशारा करना,to communicate silently,to signal within the eyes themselves,Gaze meets gaze,The signal is through the eyes to the eyes,Eye signals to eye,-0.06329032778739929,-0.3987427055835724,-0.17234289646148682,-0.21363872289657593,-0.41561511158943176,,0.4240099787712097,0.4824765920639038,0.44634300470352173,0.9674500823020935,0.5254338383674622,Gaze meets gaze,-0.06329032778739929,mt_1,mt_2,0.4824765920639038,False
हाथ आजमाना,to try one’s hand at something,to try the hand,Clapping hands,Clapping hands,Clapping hands,0.11855868995189667,0.11855868995189667,0.11855868995189667,-0.19681215286254883,-0.2971956729888916,,0.3882482051849365,0.3882482051849365,0.3882482051849365,0.9681548476219177,0.6990785598754883,Clapping hands,0.11855868995189667,mt_1,mt_1,0.3882482051849365,False
हाथ पक्का होना,to be highly skilled,for the hand to be firm,Having firm hands,Having firm hands,Having firm hands,0.07175515592098236,0.07175515592098236,0.07175515592098236,-0.6085981726646423,-0.573748767375946,,0.6832777857780457,0.6832777857780457,0.6832777857780457,0.9784408807754517,0.6454146504402161,Having firm hands,0.07175515592098236,mt_1,mt_1,0.6832777857780457,True
हाथ कंगन,obvious proof; needs no words,bangle on the hand,Hand contusion,Hand cannon,Hand cancer,-0.38631221652030945,-0.7650186419487,-0.29172539710998535,-0.4763587713241577,-0.33183786273002625,,0.4359036386013031,0.36795666813850403,0.3819703459739685,0.9751809239387512,0.4256642162799835,Hand cancer,-0.29172539710998535,mt_3,mt_1,0.4359036386013031,True
हाथ रोक लेना,to restrain oneself,to stop the hand,Putting a hand up,Putting a hand up,Pausing or withholding,-0.5649458765983582,-0.5649458765983582,-0.6330235600471497,-0.4904082715511322,-0.5880323052406311,,0.4368458390235901,0.4368458390235901,0.5364030599594116,0.9840995669364929,0.564333975315094,Putting a hand up,-0.5649458765983582,mt_1,mt_3,0.5364030599594116,False
"हाथी के दाँत खाना और, दिखाना और",hypocrisy; different inside vs outside,the elephant’s teeth are for eating and (others) for showing,"The meat of the elephant's tusk and, show it and","The hide of an elephant's tusk and, show it and","The meat of the elephant's tusk, and, show it and",-0.7189027667045593,-0.6681486964225769,-0.7532719969749451,-0.6227957606315613,-0.20784857869148254,,0.4208720624446869,0.4375127851963043,0.4240121841430664,0.9716582894325256,0.46069663763046265,"The hide of an elephant's tusk and, show it and",-0.6681486964225769,mt_2,mt_2,0.4375127851963043,True
हाथ से हाथ धो बैठना,to lose something completely,to wash hand from hand and be left sitting,Washing hands together,Washing hands together,Washing your hands together,-0.12430894374847412,-0.12430894374847412,-0.27326345443725586,-0.7483701109886169,-0.47443094849586487,,0.2659337818622589,0.2659337818622589,0.27049127221107483,0.9767779111862183,0.3146423399448395,Washing hands together,-0.12430894374847412,mt_1,mt_3,0.27049127221107483,True
हाथ धो बैठना,to suffer total loss,to wash one’s hands and sit down,Washing my hands while sitting,Washing my hands while sitting,Wash your hands while seated,0.19048526883125305,0.19048526883125305,0.37915438413619995,-0.7743498086929321,-0.14675888419151306,,0.3488406836986542,0.3488406836986542,0.34611719846725464,0.9804835319519043,0.40894418954849243,Wash your hands while seated,0.37915438413619995,mt_3,mt_1,0.3488406836986542,True
हाथी के पाँव में सबका पाँव,the mighty controls all,"in the elephant’s foot, everyone’s foot",A foot in every door,A hoof from every animal,Paw of an elephant in every hand,-0.8791916966438293,-0.6871466040611267,-0.7476592659950256,-0.5920907855033875,-0.8536739945411682,,0.3271687924861908,0.3801495134830475,0.36869725584983826,0.9730469584465027,0.3470625579357147,A hoof from every animal,-0.6871466040611267,mt_2,mt_2,0.3801495134830475,False
हाथ पर रखकर देखना,to test practically,to keep it on the hand and see,To look at it while holding it,To look at while holding it in your hand,Looking at it with your hands on your sides,-0.3746694028377533,-0.08886687457561493,-0.17504200339317322,-0.3738226294517517,-0.16028904914855957,,0.4713900685310364,0.4487417936325073,0.432679682970047,0.9792266488075256,0.5657250881195068,To look at while holding it in your hand,-0.08886687457561493,mt_2,mt_1,0.4713900685310364,True
हाथ टेक देना,to surrender,to place the hands down (in surrender),Taking someone's hand,Taking someone by the hand,Stealing Hands,-0.03536692634224892,-0.08867630362510681,-0.7783218026161194,-0.8217257857322693,-0.33939263224601746,,0.3872227370738983,0.3825688064098358,0.2831759750843048,0.9834564924240112,0.7004087567329407,Taking someone's hand,-0.03536692634224892,mt_1,mt_1,0.3872227370738983,True
पैरों तले की ज़मीन हिलना,to be shocked badly,the ground under the feet to shake,The ground under my feet rises,The ground under my feet rises,The ground under my feet is rising,0.006995629519224167,0.006995629519224167,0.000652015209197998,-0.7694936394691467,-0.26684316992759705,,0.47630590200424194,0.47630590200424194,0.44554635882377625,0.9602357149124146,0.4746153652667999,The ground under my feet rises,0.006995629519224167,mt_1,mt_1,0.47630590200424194,True
पैर पटकना,to throw a tantrum,to stamp the foot,Toes tapping,Toes curling,Toelocking one's feet,-0.4918195307254791,-0.35587045550346375,-0.581373393535614,-0.6338655352592468,-0.598726212978363,,0.4081299602985382,0.4599704146385193,0.3602413237094879,0.9760449528694153,0.5045439600944519,Toes curling,-0.35587045550346375,mt_2,mt_2,0.4599704146385193,True
पैरों पर कुल्हाड़ी चलाना,to self-sabotage,to swing an axe on one’s own feet,Wearing sandals on my feet,Wearing heels on my feet,Wearing sandals on one's feet,-0.16692790389060974,-0.07145024836063385,-0.30009251832962036,-0.8152081966400146,-0.13284288346767426,,0.3627183735370636,0.3651677072048187,0.3743276298046112,0.9653065800666809,0.4542511999607086,Wearing heels on my feet,-0.07145024836063385,mt_2,mt_3,0.3743276298046112,True
पैरों की जूती समझना,to treat with utter disdain,to consider (someone) the shoe of the feet,Understanding shoes for feet,Understanding shoes for feet,Understanding shoe sizes for feet,-0.3278714716434479,-0.3278714716434479,0.003050845116376877,-0.7216266393661499,-0.5456361174583435,,0.35846033692359924,0.35846033692359924,0.3676978647708893,0.9555840492248535,0.38279104232788086,Understanding shoe sizes for feet,0.003050845116376877,mt_3,mt_3,0.3676978647708893,True
पैर उखड़ जाना,to lose grip or stability,for the feet to be uprooted,To fall out of one's feet,To fall out of one's feet,To fall down/lose one's balance,-0.6481934189796448,-0.6481937766075134,-0.421886146068573,-0.4333321154117584,-0.6817474365234375,,0.6065378189086914,0.6065378189086914,0.7226442694664001,0.9766576290130615,0.5366814732551575,To fall down/lose one's balance,-0.421886146068573,mt_3,mt_3,0.7226442694664001,False
पैरों की बेड़ियाँ,constraints that bind progress,shackles of the feet,Feathers,Feet claws,The feet pads,-0.8553449511528015,-0.5970925092697144,-0.43677154183387756,-0.36060523986816406,-0.3164162337779999,,0.39085128903388977,0.4341629445552826,0.4331182539463043,0.9743489623069763,0.4532504379749298,The feet pads,-0.43677154183387756,mt_3,mt_2,0.4341629445552826,True
