|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
515|अंगूठा दिखाना|"""To show the thumb"""|to refuse bluntly|0.476968914270401|0.7499228715896606|0.0|0.5402652025222778|2
516|अंगूठा छाप|"""Thumbprint"""|an illiterate person (dated)|0.4935188591480255|0.7553569078445435|0.0|0.5459222793579102|3
517|अंधेर नगरी चौपट राजा|In the dark city, the king is incompetent.|a place with complete mismanagement|0.5866326093673706|0.6550238728523254|0.0|0.633497416973114|2
518|अन्नदान महादान|"""The greatest gift is the gift of food."""|charity of food is supreme (proverbial)|0.7385359406471252|0.8050615191459656|0.24390243902439024|0.7422970533370972|5
519|अक्ल ठिकाने लगना|"The idiom ""अक्ल ठिकाने लगना"" in Hindi translates to ""coming to one's senses"" or ""regaining one's sanity"" in English. It implies that someone has finally realized the truth or made a sensible decision after a period of confusion or irrational behavior."|to come to one’s senses|0.5874596238136292|0.5880722403526306|0.13286713286713286|0.46000516414642334|5
520|कानून हाथ में लेना|Taking the law into one's own hands.|to take law into one’s own hands|0.9459483623504639|0.8465077877044678|0.7567567567567569|0.9573604464530945|5
521|कान पर हाथ रखना|To put one's hand on their ear|to be alarmed or scared|0.41270336508750916|0.7941732406616211|0.0|0.5432621240615845|2
522|कानोंकान खबर न होना|"The idiom ""कानोंकान खबर न होना"" translates to ""not to hear a word about something."" It implies that someone is completely unaware or uninformed about a particular piece of news or information."|no one gets wind of it|0.5057982802391052|0.49459221959114075|0.028169014084507046|0.5139694213867188|5
523|काला-सफेद करना|To make something black and white|to decide authoritatively|0.449889600276947|0.8083722591400146|0.0|0.5088526010513306|2
524|कलेजे पर पत्थर रखना|To have a heart of stone|to harden one’s heart to do something tough|0.5832763910293579|0.7312548160552979|0.19444444444444445|0.6844560503959656|5
525|किसी की बैंड बजाना|To play someone's band|to thrash or defeat thoroughly|0.4353683888912201|0.8365220427513123|0.0|0.6124237775802612|2
526|खुल्लम-खुल्ला कहना|To speak openly and without any hesitation or reservation.|to say openly|0.6303667426109314|0.7651647329330444|0.136986301369863|0.798565149307251|4
527|खून गर्म होना|"""To have hot blood"""|to feel fired up|0.6336216330528259|0.7886266112327576|0.0|0.70525062084198|2
528|खुशी के मारे फूले न समाना|"""To be so happy that one cannot contain oneself"""|to be overjoyed|0.5541333556175232|0.6307731866836548|0.12307692307692308|0.7423252463340759|5
529|गला सूख जाना|"The phrase ""गला सूख जाना"" (gala sukh jana) in Hindi translates to ""to have a dry throat"" in English. It is an expression used to describe the sensation of having a parched or dehydrated throat, often accompanied by a feeling of thirst."|to feel nervous or scared|0.466237336397171|0.4457241892814636|0.0293040293040293|0.25445616245269775|4
530|गला काट प्रतिस्पर्धा|"""Cutthroat Competition"""|cut-throat competition|0.793445885181427|0.7499294281005859|0.75|0.841966986656189|4
531|गलती पर पर्दा डालना|To cover up a mistake|to cover up a mistake|0.9760233163833618|0.8566746711730957|1.0|0.9730257987976074|5
532|गले की फाँस|"The idiom ""गले की फाँस"" in Hindi translates to ""a thorn in the throat"" in English."|a nagging problem|0.35119402408599854|0.5333322882652283|0.0|0.32459136843681335|3
533|गले मिलना|"""To meet and embrace"" or ""to greet with a hug"""|to embrace warmly (reconciliation)|0.6646245718002319|0.6415330171585083|0.1728395061728395|0.7100100517272949|4
534|घड़ी-घड़ी रंग बदलना|"""To change colors every moment"""|to be fickle|0.5388205647468567|0.7677790522575378|0.0|0.6146233081817627|2
535|घूम-फिरकर वहीं आना|"The idiom ""घूम-फिरकर वहीं आना"" can be translated as ""to come full circle"" or ""to end up where one started."" This idiom conveys the idea of a journey or process that eventually leads back to the beginning point, often after a series of twists and turns."|to end up at the same point|0.5361124277114868|0.5030956268310547|0.10273972602739725|0.4580018222332001|5
536|चक्कर काटना|"""To go around in circles"" or ""to run around in circles"""|to make repeated rounds (bureaucracy)|0.5442747473716736|0.6196839809417725|0.02105263157894737|0.6355314254760742|3
537|चक्की में पिसना|To be ground in the mill|to be crushed by circumstances|0.4543960690498352|0.7342528104782104|0.14545454545454545|0.6119378805160522|5
538|चौबे जी छब्बे बने, दुबे बने न|Choubey ji became sixty-six, but Dube didn't become sixty.|to aim higher and lose what you had|0.37790822982788086|0.6387537121772766|0.0|0.3148503601551056|2
539|चूँ भी न करना|"""Don't even flinch."""|to not utter a word|0.5642042756080627|0.7801664471626282|0.0|0.6392400860786438|5
540|चोली-दामन का साथ|"The idiom ""चोली-दामन का साथ"" translates to ""inseparable companions"" or ""inseparable friends"" in English. It conveys the idea of two individuals or entities that are so closely connected and interdependent that they are always together, like a blouse and its matching skirt or a shirt and its collar."|inseparable relationship|0.4875902533531189|0.3632035255432129|0.053731343283582096|0.38176846504211426|5
541|छोटा मुँह बड़ी बात|"The literal translation of this idiom is ""small mouth, big talk."" However, the semantic meaning goes beyond the literal translation and conveys the idea of someone who speaks or boasts about things beyond their capabilities or reality. It implies that the person's words are not aligned with their actions or the actual situation."|big talk from a small person|0.5187615752220154|0.5152372121810913|0.07960199004975124|0.4019317626953125|3
542|जुबान पर ताला लगाना|To put a lock on one's tongue|to keep one’s mouth shut|0.7367585301399231|0.8411020636558533|0.21052631578947367|0.7863987684249878|4
543|जुबान देना और निभाना|To speak is one thing, but to fulfill one's words is another.|to keep a promise|0.6264916062355042|0.798093855381012|0.0|0.5543429851531982|5
544|जुबान की कसम|"""I swear by my tongue"""|a solemn vow|0.44946128129959106|0.7933378219604492|0.0|0.6944626569747925|2
545|जान पर बन आना|"""To have one's life at stake"""|to be in grave danger|0.6036993861198425|0.6736199259757996|0.03846153846153846|0.793518602848053|5
546|जान हथेली पर लेकर फिरना|"To walk on the edge of a sword, metaphorically speaking, is to engage in an activity or situation that is extremely dangerous or risky. The idiom ""जान हथेली पर लेकर फिरना"" captures this idea, emphasizing the perilous nature of the endeavor and the potential for significant harm or loss."|to live riskily|0.4692637324333191|0.42946481704711914|0.012944983818770227|0.4395568370819092|4
547|जेब ढीली करना|"""To loosen one's pocket"""|to spend money|0.4921574890613556|0.7453610897064209|0.0|0.5978281497955322|2
548|जेब काटना|To cut one's pocket|to pickpocket / cheat|0.5022242069244385|0.80736243724823|0.1111111111111111|0.6870461702346802|1
549|जोर आज़माइश करना|"""To test one's strength or prowess"""|to test strength|0.7366825938224792|0.7731462121009827|0.4705882352941177|0.7846707701683044|4
550|जोर-शोर से करना|To do something with great enthusiasm and vigor.|to do with great enthusiasm|0.8184880018234253|0.8028379678726196|0.6410256410256411|0.8420308828353882|4
551|टेंट-टून बजना|"The idiom ""टेंट-टून बजना"" translates to ""to be in a state of chaos or confusion."" It describes a situation where things are in disarray and there is a sense of disorder or disorganization."|to make a loud scene (colloq.)|0.5280174612998962|0.5087329745292664|0.008888888888888889|0.4578111171722412|4
552|ठाठ से रहना|"""To live in comfort and luxury"""|to live in style|0.7015219330787659|0.7804210782051086|0.425531914893617|0.7855678200721741|5
553|डंका पीटना|To beat the drum|to announce loudly|0.4751991331577301|0.825838029384613|0.0|0.5998219847679138|3
554|ढिंढोरा पीटना|"""To beat the drum"""|to brag publicly|0.46184203028678894|0.7598058581352234|0.06451612903225808|0.5896348357200623|3
555|ढील देना|To loosen the grip or hold on something, allowing for more freedom or flexibility.|to be lenient|0.502353847026825|0.6408878564834595|0.0|0.5011000633239746|4
556|तारीफ़ के पुल बाँधना|To weave a bridge of praise|to heap praises|0.5689658522605896|0.7964638471603394|0.1951219512195122|0.7457149624824524|4
557|तह तक पहुँचना|To reach the bottom or the core of something.|to get to the root cause|0.6733325719833374|0.7960358262062073|0.08108108108108107|0.6095443367958069|5
558|तन-मन-धन से|With one's body, mind, and wealth.|with body, mind, and wealth; wholeheartedly|0.7601941227912903|0.6565926671028137|0.64|0.8897725343704224|4
559|तार-तार करना|To tear apart, shred, or destroy something completely.|to tear apart reputation|0.657307505607605|0.77944415807724|0.3333333333333333|0.6511936187744141|5
560|तार जोड़ना|To connect the dots|to connect the dots|0.9663673043251038|0.8166753053665161|1.0|0.977096676826477|5
561|तीस मार खाँ|"""The Invincible Warrior"" or ""The Warrior Who Fought Thirty Battles"""|a self-proclaimed hero; boaster|0.5207253098487854|0.5404306054115295|0.0|0.6237298250198364|1
562|तीन में न तेरह में|"""Neither in three nor in thirteen"""|irrelevant to any group|0.4143082797527313|0.6854727268218994|0.0|0.5837497115135193|3
563|तेल-मसाज करना|To give a massage with oil|to flatter for benefit (colloq.)|0.4955885708332062|0.8299076557159424|0.0|0.5182933807373047|2
564|थक-हार कर बैठ जाना|To be exhausted and sit down, giving up.|to give up after trying|0.7368474006652832|0.7151238918304443|0.061538461538461535|0.7299948930740356|4
565|थाली का बैंगन बनना|To become the eggplant of the plate.|to switch sides easily (opportunist)|0.3845701217651367|0.6515744924545288|0.0|0.5336183309555054|3
566|दिमाग का पारा चढ़ना|"""The mercury in the mind rises"""|to lose temper|0.5538657307624817|0.7922481298446655|0.0|0.6296412944793701|1
567|दिमाग सातवें आसमान पर|"""The mind is soaring in the seventh heaven."""|to be overconfident or elated|0.49217164516448975|0.7542165517807007|0.0|0.4881632626056671|5
568|दिमाग की बत्ती जलना|"""To light up the bulb in one's mind"""|to suddenly get an idea|0.5183760523796082|0.7488151788711548|0.0|0.7070568799972534|3
569|दाँव खेलना|To play a risky game|to take a calculated risk|0.7230057716369629|0.8460591435432434|0.1333333333333333|0.7632490992546082|4
570|दाँव-पेंच आज़माना|"""To test one's strategies and tactics"""|to use tricks or tactics|0.6848646998405457|0.8188983798027039|0.15625|0.7914983630180359|5
571|नाक में नकेल डालना|To put a bridle on the nose|to bring someone under strict control|0.4941956102848053|0.8030694723129272|0.029850746268656716|0.5805143713951111|1
572|नाक रगड़ना|To rub one's nose|to beg desperately|0.41574424505233765|0.8099936246871948|0.0|0.5360363125801086|2
573|नाक ऊँची रखना|To keep one's nose high|to uphold one’s honor|0.650837779045105|0.8157124519348145|0.26666666666666666|0.6949867606163025|3
574|नाक काट कर रख देना|To cut off someone's nose and keep it as a trophy.|to disgrace someone completely|0.45808789134025574|0.6347310543060303|0.16279069767441862|0.6587635278701782|1
575|नाक पर दम होना|"The idiom ""नाक पर दम होना"" in Hindi translates to ""to be under pressure"" or ""to be in a tight spot"" in English. It conveys the idea of being in a difficult or challenging situation where one feels intense pressure or stress."|to be short-tempered / easily angered|0.47424107789993286|0.42922040820121765|0.02952029520295203|0.3263259828090668|5
576|नाक का बाल होना|To be as thin as a hair on the nose.|to be a favorite / close confidant|0.43396124243736267|0.512352705001831|0.16216216216216217|0.5236179232597351|1
577|कान खोलकर सुनना|Listen attentively and with an open mind.|to listen attentively|0.8104025721549988|0.8199542164802551|0.48387096774193555|0.834214448928833|5
578|कान देना|"""To lend an ear"""|to pay attention|0.5540068745613098|0.7806200385093689|0.0|0.6179487705230713|4
579|कान पकड़ कर माफी मांगना|To apologize with one's hand on their ear.|to apologize earnestly|0.5247957110404968|0.7419207692146301|0.36363636363636365|0.7647441029548645|3
580|कान के नीचे देना|To give something to someone's ear.|to slap / scold sharply|0.41509267687797546|0.6895327568054199|0.03508771929824561|0.5706239342689514|2
581|कान में भनक पड़ना|"The idiom ""कान में भनक पड़ना"" translates to ""to get a hint or a tip"" in English. It implies that someone has received a piece of information or a clue about something, often in a subtle or indirect manner. This idiom is commonly used to describe the act of becoming aware of something through indirect means or whispers."|to get a hint of something|0.6308525204658508|0.47923704981803894|0.14555256064690028|0.44692519307136536|4
582|कान फटना|"""To have one's ears burst"""|to hear loud/harsh sounds|0.516100287437439|0.7500230073928833|0.03846153846153846|0.7155226469039917|3
583|कान कतरना|To cut someone's ears off.|to cheat a little from all sides|0.5041578412055969|0.8172606229782104|0.032786885245901634|0.5712037682533264|1
584|आँख बचाकर निकलना|To escape or get out of a situation with caution, being mindful of potential dangers or obstacles.|to slip away unnoticed|0.5647599101066589|0.5654396414756775|0.0|0.6224178671836853|4
585|आँखें चार होना|"The idiom ""आँखें चार होना"" translates to ""eyes meet"" or ""eyes lock."" It conveys the idea of two people making eye contact, often with a sense of connection, attraction, or understanding."|to exchange glances / fall in love|0.5168662071228027|0.4090348184108734|0.009216589861751154|0.4227610230445862|4
586|आँखें चुराना|"""To steal a glance"" or ""to sneak a peek"""|to avoid facing someone|0.3474525511264801|0.6391932964324951|0.0|0.5334703922271729|4
587|आँखें तिरछी करना|To squint one's eyes|to squint in doubt|0.6954588890075684|0.7623180150985718|0.4324324324324324|0.8031923770904541|3
588|आँखों पर पट्टी बंधना|To tie a bandage over one's eyes|to be blinded to the truth|0.4319405257701874|0.8145383596420288|0.03225806451612903|0.5272010564804077|5
589|आँखों में बसाए रखना|To keep someone or something in one's eyes, to cherish or hold dear, to keep close to one's heart.|to cherish someone deeply|0.578654944896698|0.49913033843040466|0.23529411764705882|0.6898635625839233|4
590|आँखों ही आँखों में इशारा करना|To convey a message or communicate something without using words, but rather through subtle gestures or looks, often with the eyes.|to communicate silently|0.5826230049133301|0.7039883136749268|0.16867469879518074|0.5838794112205505|4
591|हाथ आजमाना|To test one's abilities or skills in a particular field or activity.|to try one’s hand at something|0.6760314106941223|0.6504582166671753|0.12962962962962962|0.7255242466926575|4
592|हाथ पक्का होना|"""To have a firm hand"""|to be highly skilled|0.5966483950614929|0.7429673075675964|0.0|0.6262093782424927|2
593|हाथ कंगन|"The idiom ""हाथ कंगन"" translates to ""the hand is adorned with a bracelet"" in English."|obvious proof; needs no words|0.4055171310901642|0.4172455966472626|0.0|0.27498096227645874|2
594|हाथ रोक लेना|"In Hindi, the idiom ""हाथ रोक लेना"" translates to ""to stop someone's hand"" in English. This idiom is used to describe a situation where someone intervenes or stops another person from doing something, often to prevent them from making a mistake or taking an inappropriate action."|to restrain oneself|0.4742799699306488|0.5132520794868469|0.0|0.4165184795856476|3
595|हाथी के दाँत खाना और, दिखाना और|Eating and showing off the elephant's teeth.|hypocrisy; different inside vs outside|0.43008658289909363|0.7310700416564941|0.0|0.4870649576187134|1
596|हाथ से हाथ धो बैठना|"""To wash one's hands and sit down"""|to lose something completely|0.3298548758029938|0.6723897457122803|0.0|0.5810775756835938|1
597|हाथ धो बैठना|"""To wash one's hands and sit down"""|to suffer total loss|0.3924368619918823|0.7916985750198364|0.0|0.5076865553855896|1
598|हाथी के पाँव में सबका पाँव|In the context of the idiom, the English translation would be:|the mighty controls all|0.3751849830150604|0.4014888405799866|0.06741573033707865|0.2796189486980438|2
599|हाथ पर रखकर देखना|To observe closely, to keep a close eye on, to scrutinize.|to test practically|0.4856469929218292|0.5195760726928711|0.0|0.4069240093231201|4
600|हाथ टेक देना|"""To give up"" or ""to surrender"""|to surrender|0.7722099423408508|0.7326534986495972|0.4736842105263158|0.7864131331443787|5
601|पैरों तले की ज़मीन हिलना|The ground under one's feet is shaking.|to be shocked badly|0.5147089958190918|0.8199244737625122|0.0|0.5542862415313721|1
602|पैर पटकना|"To ""पैर पटकना"" in Hindi translates to ""to kick the bucket"" in English. This idiom is used to describe the act of dying or passing away. It is a colloquial expression that conveys the idea of someone's death in a somewhat lighthearted or informal manner."|to throw a tantrum|0.47904446721076965|0.3864343464374542|0.013651877133105802|0.3060041069984436|5
603|पैरों पर कुल्हाड़ी चलाना|"""To chop at one's own feet"""|to self-sabotage|0.4864116609096527|0.4978700280189514|0.0|0.6951148509979248|4
604|पैरों की जूती समझना|To treat someone with contempt or disrespect, considering them as worthless or beneath one's notice.|to treat with utter disdain|0.6031630039215088|0.49705585837364197|0.1897810218978102|0.7259359359741211|5
605|पैर उखड़ जाना|"""To have one's foot uprooted"""|to lose grip or stability|0.5392821431159973|0.6913931369781494|0.0|0.7318115830421448|1
606|पैरों की बेड़ियाँ|"The idiom ""पैरों की बेड़ियाँ"" can be translated into English as ""the shackles on one's feet."""|constraints that bind progress|0.38798391819000244|0.6019216775894165|0.01818181818181818|0.2745349407196045|4
607|पाँव पीछे हटाना|To retreat, to back down, to withdraw, to step back, to pull back, to retreat one's feet, to retreat one's steps, to retreat one's position, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to retreat one's stance, to|to back out|0.35441967844963074|0.18540742993354797|0.004880032533550223|0.48528894782066345|1
608|पैरों पर खड़ा होना|"""To stand on one's own feet"""|to become self-reliant|0.6462780237197876|0.7920265793800354|0.0|0.7691991329193115|5
609|मुँह में राम, हाथ में छुरी|"""The mouth speaks of Ram, but the hand wields a knife."""|to be two-faced|0.548163890838623|0.6761595606803894|0.0|0.4835887849330902|2
610|मुँह पर लौकी रखना|To keep a cucumber on one's face.|to keep completely silent|0.30472904443740845|0.7192422151565552|0.2|0.4961623549461365|1
611|मुँह मियाँ मिट्ठू|"""The mouth is sweet, but the mind is sour."""|to boast about oneself|0.41858309507369995|0.4792783856391907|0.0|0.4275340139865875|2
612|मुँह का कौर छीनना|To snatch a morsel from one's mouth.|to snatch someone’s rightful share|0.4874429404735565|0.6298088431358337|0.3243243243243243|0.7184861898422241|3
613|मुँह का रख लेना|To take someone's word or promise seriously and act upon it.|to save face|0.4859699308872223|0.648756206035614|0.0|0.49498891830444336|5
614|मुँह की बात निकल जाना|"The idiom ""मुँह की बात निकल जाना"" translates to ""the words slipped out of one's mouth."" It conveys the idea of unintentionally saying something that one might have wanted to keep to oneself or that was not intended to be spoken aloud. This idiom is often used to describe a situation where someone inadvertently reveals a secret, makes an embarrassing statement, or expresses an opinion that they later regret."|to blurt something out|0.4958318769931793|0.4662386476993561|0.047722342733188726|0.4226970672607422|4
615|माथा ठनकना|"""To have a thunderbolt strike one's head"""|to get suspicious suddenly|0.4890381097793579|0.665595531463623|0.0|0.5456288456916809|2
616|माथा ठन जाना|"""To have a clash of heads"""|to clash over ego|0.6561372876167297|0.5703296661376953|0.27906976744186046|0.7994527220726013|2
617|माथे पर लिखना|To write on one's forehead|to be written on one’s fate/forehead|0.7918879985809326|0.7935012578964233|0.5757575757575758|0.8753278255462646|3
618|माथा टेकना|To bow one's head in respect or submission.|to bow in submission|0.8148800730705261|0.7885609865188599|0.4545454545454545|0.7905109524726868|5
619|दिल का हाल समझना|To understand the state of one's heart.|to understand true feelings|0.7208443284034729|0.8244748115539551|0.3823529411764706|0.7169653177261353|3
620|दिल बड़ा करना|"""To have a big heart"" or ""to be generous and kind-hearted"""|to be generous/forgiving|0.7276087999343872|0.6685914397239685|0.3255813953488372|0.7066326141357422|5
621|दिल छोटा करना|"To ""दिल छोटा करना"" in Hindi can be translated as ""to make one's heart small"" or ""to have a small heart"" in English."|to get discouraged|0.3640274107456207|0.4776568114757538|0.0|0.28573834896087646|3
622|दिल बहला फुसलाना|To pacify or soothe the heart.|to console and distract|0.5916851162910461|0.6915551424026489|0.0|0.5182581543922424|5
623|दिल का धनी|"The idiom ""दिल का धनी"" translates to ""rich in heart"" or ""generous in spirit."" It describes a person who is kind, compassionate, and generous, not necessarily in terms of material wealth but in terms of their character and attitude towards others. This idiom emphasizes the idea that true wealth lies in one's heart and the goodness they possess."|large-hearted person|0.5348328351974487|0.4802151322364807|0.035714285714285705|0.3062361478805542|4
624|दिल खोलकर हँसना|"""To laugh with one's heart open"""|to laugh heartily|0.7405807375907898|0.8140071630477905|0.40816326530612246|0.8352683782577515|4
625|दिल लगा कर पढ़ना|To study with dedication and commitment, putting one's heart and soul into the process of learning.|to study diligently|0.6406762003898621|0.7320980429649353|0.11023622047244094|0.8034240007400513|4
626|दिल हार बैठना|To lose one's heart to someone|to lose one’s heart (fall in love)|0.7681182622909546|0.7337898015975952|0.6176470588235293|0.8900744915008545|5
627|दिमाग ठनकना|"""The mind is struck by lightning"""|to get suspicious|0.47418734431266785|0.6560318470001221|0.0|0.5482156872749329|1
628|दिमाग चकरा जाना|"""To have one's mind go haywire"" or ""To have one's mind go blank"""|to get dizzy/confused|0.5047591328620911|0.673660397529602|0.0|0.6303623914718628|1
629|दिमाग ठंडा रखना|"""Keep a cool head"""|to stay calm|0.7501751780509949|0.8344758749008179|0.0|0.8400533199310303|5
630|दिमाग घिसना|"""To wear out one's mind"""|to use brain excessively|0.5911726355552673|0.710327684879303|0.0|0.7163109183311462|4
631|दिमाग पर जोर डालना|"""To put pressure on the mind"""|to strain the brain|0.7792959213256836|0.8221555948257446|0.16666666666666669|0.7929500341415405|4
632|दिमाग सातवें आसमान पर होना|"""To have one's mind in the seventh heaven"""|to be over the moon / cocky|0.548726499080658|0.7783839702606201|0.08333333333333334|0.5183021426200867|1
633|दाँत पीसकर रह जाना|"""To be left grinding one's teeth in frustration"""|to swallow anger silently|0.5826106071472168|0.7574220299720764|0.0|0.634920597076416|4
634|दाँत नाखून दिखाना|To show one's teeth and claws, or to display aggression and determination in a confrontational situation.|to show aggression|0.6888542771339417|0.5270958542823792|0.21212121212121213|0.7283024787902832|4
635|दाँतों तले अंगुली आ जाना|"The idiom ""दाँतों तले अंगुली आ जाना"" translates to ""to have one's fingers between one's teeth"" in English. It conveys the idea of experiencing intense pleasure or satisfaction, often to the point of being unable to contain one's excitement or happiness."|to be stunned with surprise|0.4095904529094696|0.45588618516921997|0.0|0.295362263917923|3
636|दाँत खींच लेना|To extract or pull out teeth.|to break someone’s courage|0.42371663451194763|0.8165938258171082|0.0|0.5556638836860657|2
637|जुबान चलती रहना|"""To keep the tongue moving"""|to keep blabbering|0.5419731140136719|0.7596294283866882|0.27906976744186046|0.7080758213996887|3
638|जुबान मीठी करना|To sweeten the tongue is an idiom that refers to the act of speaking politely, using kind and gentle words, or being diplomatic in one's speech. It implies a deliberate effort to use language that is pleasant and agreeable, often with the intention of smoothing over disagreements or conflicts.|to speak sweetly to please|0.6098978519439697|0.4110870361328125|0.0664819944598338|0.5871646404266357|5
639|जुबान फँसना|"The idiom ""जुबान फँसना"" in Hindi translates to ""to get tongue-tied"" in English. It describes a situation where someone is unable to speak fluently or express themselves clearly due to nervousness, confusion, or a lack of words. It implies that the person's speech is hindered or restricted, making it difficult for them to communicate effectively."|to get tongue-tied|0.5102127194404602|0.41376200318336487|0.08651399491094149|0.4346649944782257|5
640|जुबान दराज़ होना|"""To have a tight tongue"""|to be insolent in speech|0.5071365237236023|0.6753027439117432|0.0|0.6854952573776245|5
641|जुबान पर लगाम लगाना|"""To put a bridle on one's tongue"""|to control speech|0.5007485747337341|0.7999247908592224|0.0|0.646845281124115|4
642|कलेजे में आग लगना|"The idiom ""कलेजे में आग लगना"" translates to ""to have a burning sensation in the heart."" This idiom is used to describe a deep emotional pain or anguish that one feels, often due to a personal loss, heartbreak, or a situation that causes intense distress. It conveys a sense of intense emotional turmoil and distress."|to burn with jealousy/grief|0.5497633218765259|0.4923847019672394|0.011049723756906077|0.4185386300086975|4
643|कलेजे में ठंडक पड़ना|"""To feel a sense of relief or calmness in one's heart"""|to feel satisfied after justice|0.6625361442565918|0.8025708794593811|0.13043478260869565|0.6127108335494995|4
644|खून खौल उठना|"""To boil with rage"" or ""to be filled with anger"""|to boil with rage|0.7393476963043213|0.7160975933074951|0.47761194029850745|0.796064019203186|5
645|खून खून होना|"The idiom ""खून खून होना"" in Hindi translates to ""blood is blood"" in English. This idiom conveys the idea that family ties and relationships are strong and unbreakable, regardless of any differences or disputes that may arise. It emphasizes the importance of familial bonds and the deep connection that exists between blood relatives."|to be very close blood relations|0.5810508728027344|0.375712513923645|0.07672634271099744|0.3600410521030426|3
646|खून पिला देना|"The idiom ""खून पिला देना"" translates to ""to make someone bleed"" or ""to cause someone to bleed."" It conveys the idea of inflicting harm or causing injury to another person, often in a violent or aggressive manner. The phrase implies a severe and intentional act of physical harm, resulting in the shedding of blood."|to torment someone severely|0.5266013145446777|0.47365209460258484|0.07734806629834254|0.34156256914138794|1
647|खून में दौड़ना|To run in the blood|to be in one’s nature|0.5115087628364563|0.7955998778343201|0.0975609756097561|0.6416015028953552|2
648|खून पिघलना|"The idiom ""खून पिघलना"" in Hindi can be translated semantically as ""to melt with compassion."""|to feel compassion|0.4782738983631134|0.46126213669776917|0.15686274509803924|0.39427444338798523|4
649|खून मांगना|"""To demand blood"""|to demand revenge|0.5595836043357849|0.7843050956726074|0.5333333333333333|0.8003832697868347|4
650|पसीना सुखाना|To make someone sweat.|to exploit someone’s hard work|0.6460723280906677|0.7153967022895813|0.30769230769230765|0.6310700178146362|2
651|पसीना पोछना|"""To wipe away sweat"""|to relieve someone’s hardship|0.4626483619213104|0.7651335000991821|0.0|0.6116266250610352|2
652|पसीना निकाल देना|"The idiom ""पसीना निकाल देना"" in Hindi translates to ""to sweat it out"" in English."|to scare/work someone badly|0.4093265235424042|0.5481017231941223|0.02127659574468085|0.34541264176368713|4
653|रातों की नींद हराम करना|"""To deprive someone of their sleep at night"""|to keep someone sleepless|0.7700639367103577|0.7839434742927551|0.3098591549295775|0.8340210318565369|4
654|रातों रात भाग्य बदलना|"""To change one's fortune overnight"""|fortune to change overnight|0.8334901928901672|0.8223039507865906|0.7419354838709676|0.8169258236885071|4
655|रात काटना|- To cut through the night|to somehow pass a tough night|0.6520806550979614|0.5972294807434082|0.17857142857142855|0.7881669402122498|2
656|सिर पर चढ़ बैठना|To sit on someone's head|to take undue advantage of leniency|0.44145116209983826|0.7690532207489014|0.0|0.5219499468803406|1
657|सिर पर हाथ रखना|To place one's hand on one's head.|to bless or protect|0.4178219735622406|0.8053373098373413|0.0|0.564734935760498|3
658|सिर पर कर्ज़ चढ़ना|"The idiom ""सिर पर कर्ज़ चढ़ना"" translates to ""to have debt on one's head"" in English. It conveys the idea of being burdened with debt or having financial obligations that weigh heavily on an individual."|to be burdened with debt|0.5876227021217346|0.5286871790885925|0.1572052401746725|0.5605185627937317|5
659|सिर से पानी गुजरना|"""To have water pass over one's head"""|to cross all limits / patience|0.502367377281189|0.8096468448638916|0.0|0.6648776531219482|1
660|सिर फोड़ लेना|"""To crack one's head open"""|to take all the blame/work alone|0.40691038966178894|0.6399937868118286|0.0|0.5864046216011047|3
661|सिर फटना|"The idiom ""सिर फटना"" in Hindi translates to ""to have a headache"" in English. It describes the intense pain and discomfort associated with a severe headache. This idiom is commonly used to express the feeling of having a throbbing or splitting headache, often indicating a high level of discomfort or pain."|to get a splitting headache / big fight|0.5582382082939148|0.3629405200481415|0.1129032258064516|0.3494518995285034|4
662|सिर घुमाना|"""To turn one's head"""|to confuse someone|0.4719080328941345|0.7547248601913452|0.0|0.6906020641326904|3
663|सीना ठोकना|"""To thump one's chest"""|to boast confidently|0.36009764671325684|0.6736658811569214|0.0|0.66322261095047|1
